DATA,ID_ARTICOL,ARTICOL,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,VAL_INTRARE_FARA_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
08-Jan-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,12,496.09,590.4,552.96,147.6,0.25,-56.87,278,266,0
08-Jan-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),21,1027.48,1222.76,1077.3,215.74,0.176436913,-49.82,186,165,0
08-Jan-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,0,0,0,0,0,0,0,23,23,0
08-Jan-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,4,164.72,196,146.32,0,0,18.4,223,219,0
09-Jan-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,7,358.84,427,319.2,0,0,39.64,262,255,0
09-Jan-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,5,369.76,440,410.9,110,0.25,-41.14,85,79,0
09-Jan-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,7,447.07,532,399,0,0,48.07,425,418,0
09-Jan-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),16,782.83,931.67,820.8,164.33,0.176382195,-37.97,165,149,0
09-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.04,770,574.75,0,0,72.29,346,335,0
09-Jan-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,20,826.81,984,921.6,246,0.25,-94.79,266,246,0
09-Jan-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",5,277.29,330,247,0,0,30.29,189,184,0
09-Jan-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,9,336.5,400.5,299.25,0,0,37.25,501,492,0
09-Jan-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,5,285.71,340,254.15,0,0,31.56,236,231,0
09-Jan-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,15,617.7,735,548.7,0,0,69,219,204,0
09-Jan-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,0,0,0,0,0,0,0,35,35,0
09-Jan-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,0,0,0,0,0,0,0,23,23,0
09-Jan-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,3,207.99,247.5,185.25,0,0,22.74,178,175,0
10-Jan-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,1,53.36,63.5,47.5,0,0,5.86,23,22,0
10-Jan-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",6,332.77,396,296.4,0,0,36.37,184,178,0
10-Jan-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,12,448.73,534,399,0,0,49.73,492,480,0
10-Jan-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,7,358.84,427,319.2,0,0,39.64,255,248,0
10-Jan-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,6,342.84,408,304.98,0,0,37.86,231,225,0
10-Jan-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,1,72.69,86.5,64.6,0,0,8.09,35,34,0
10-Jan-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,18,741.21,882,658.44,0,0,82.77,204,286,0
10-Jan-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),24,1174.29,1397.49,1231.2,246.51,0.176394822,-56.91,149,170,0
10-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,470.57,560,418,0,0,52.57,335,327,0
10-Jan-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,5,319.35,380,285,0,0,34.35,418,463,0
10-Jan-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,17,702.79,836.4,783.36,209.1,0.25,-80.57,246,329,0
10-Jan-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,4,277.33,330,247,0,0,30.33,175,171,0
10-Jan-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,17,1257.13,1496,1397.06,374,0.25,-139.93,79,122,0
11-Jan-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,9,461.35,549,410.4,0,0,50.95,248,239,0
11-Jan-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,1,72.7,86.5,64.6,0,0,8.1,34,33,0
11-Jan-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,10,739.5,880,821.8,220,0.25,-82.3,122,110,0
11-Jan-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",7,388.24,462,345.8,0,0,42.44,178,171,0
11-Jan-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),16,782.89,931.65,820.8,164.35,0.176407449,-37.91,170,154,0
11-Jan-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,22,909.53,1082.4,1013.76,270.6,0.25,-104.23,329,307,0
11-Jan-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,13,535.33,637,475.54,0,0,59.79,286,273,0
11-Jan-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,1,53.37,63.5,47.5,0,0,5.87,22,21,0
11-Jan-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,1,69.32,82.5,61.75,0,0,7.57,171,170,0
11-Jan-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,16,1021.9,1216,912,0,0,109.9,463,447,0
11-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,647.07,770,574.75,0,0,72.32,327,316,0
11-Jan-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,14,523.48,623,465.5,0,0,57.98,480,466,0
11-Jan-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,8,457.13,544,406.64,0,0,50.49,225,217,0
12-Jan-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),19,929.68,1106.35,974.7,195.15,0.176390835,-45.02,154,135,0
12-Jan-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,13,961.35,1144,1068.34,286,0.25,-106.99,110,96,0
12-Jan-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",10,554.6,660,494,0,0,60.6,171,161,0
12-Jan-24,94869,CERAVE LOTIUNE HIDRATANTA PENTRU FATA SI CORP PIELE USCATA SI FOARTE USCATA 473ML,6,342.84,408,304.98,0,0,37.86,217,211,0
12-Jan-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,4,277.36,330,247,0,0,30.36,170,166,0
12-Jan-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,14,717.64,854,638.4,0,0,79.24,239,225,0
12-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,352.93,420,313.5,0,0,39.43,316,310,0
12-Jan-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,2,145.39,173,129.2,0,0,16.19,33,31,0
12-Jan-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,17,635.69,756.5,565.25,0,0,70.44,466,449,0
12-Jan-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,8,329.41,392,292.64,0,0,36.77,273,265,0
12-Jan-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,22,909.48,1082.4,1013.76,270.6,0.25,-104.28,307,285,0
12-Jan-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,0,0,0,0,0,0,0,21,21,0
12-Jan-24,181925,LRP EFFACLAR DUO+M CREMA CORECTOARE CU TRIPLA ACTIUNE 40 ML,11,702.54,836,627,0,0,75.54,447,436,0
13-Jan-24,144602,"CERAVE CREMA HIDRATANTA DE FATA SPF 50, TEN NORMAL-USCAT 52ml",9,499.14,594,444.6,0,0,54.54,161,152,0
13-Jan-24,94871,CERAVE GEL DE CURATARE SPUMANT PIELE NORMAL-MIXTA 473ML,16,820.15,976,729.6,0,0,90.55,225,209,0
13-Jan-24,67074,LRP EFFACLAR GEL SPUMANT PURIFIANT 400 ML,11,762.64,907.5,679.25,0,0,83.39,166,155,0
13-Jan-24,147790,CERAVE GEL DE CURATARE SPUMANT ANTI-IMPERFECTIUNI 236 ML,25,1029.46,1225,914.5,0,0,114.96,265,240,0
13-Jan-24,118033,LRP LIPIKAR BAUME AP+M BALSAM TRIPLA ACTIUNE 400 ML,19,1405.04,1672,1561.42,418,0.25,-156.38,96,77,0
13-Jan-24,147808,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 40 ML ,18,673.07,801,598.5,0,0,74.57,449,431,0
13-Jan-24,140755,LRP ANTHELIOS UV-MUNE FLUID INVIZIBIL SPF 50+ 50ML,4,290.76,346,258.4,0,0,32.36,31,27,0
13-Jan-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,411.73,490,365.75,0,0,45.98,310,303,0
13-Jan-24,69344,VICHY DERCOS SAMPON ANTIMATREATA PAR NORMAL SPRE GRAS 200ML,14,578.8,688.8,645.12,172.2,0.25,-66.32,285,271,0
13-Jan-24,67277,LRP LIPIKAR GEL DE SPALARE PIELE SENSIBILA 750 ML (D),26,1272.19,1513.96,1333.8,267.04,0.176385109,-61.61,135,109,0
13-Jan-24,67303,LRP ANTHELIOS XL SPRAY INVIZIBIL MATIFIANT SPF50+ 75 ML,2,106.72,127,95,0,0,11.72,21,19,0
